chambres,prix,source,surface,titre,type_bien,type_transaction,ville
4,490000.0,tayara,190.0,Triplex en vente,House,À Vendre,Tunis
1,385000.0,tayara,224.0,villa inachevée sur un terrain de 224m2 à Afh Nabeul,House,À Vendre,Nabeul
2,128.0,tayara,80.0,A V. appartement s2 à cité el khadra,Appart,À Vendre,Tunis
2,160000.0,tayara,100.0,Maison à vendre,House,À Vendre,Tunis
2,590000.0,tayara,537.0,promotion villa 590 MD AVEC PISCINE,House,À Vendre,Nabeul
2,515000.0,tayara,141.0,Appartement à Megrine 94332780,Appart,À Vendre,Ben Arous
1,230000.0,tayara,68.0,vente dun appartement s 1 neuf très haut standing à chotrana soukra,Appart,À Vendre,Ariana
3,520000.0,tayara,240.0,"À vendre: Duplex de 240m² à sidi achour ,Nabeul",Appart,À Vendre,Tunis
3,480000.0,tayara,200.0,Duplex à Rades Malienne - 93974850,House,À Vendre,Ben Arous
3,520000.0,tayara,172.0,𝒂 𝒗𝒆𝒏𝒅𝒓𝒆 𝒂𝒑𝒑𝒂𝒓𝒕𝒆𝒎𝒆𝒏𝒕 𝒔3 𝒂𝒗𝒆𝒄 𝒑𝒊𝒔𝒄𝒊𝒏𝒆 𝒆𝒏 𝒑𝒍𝒆𝒊𝒏 𝒛𝒐𝒏𝒆 𝒕𝒐𝒖𝒓𝒊𝒔𝒕𝒊𝒒𝒖𝒆 𝑴𝒂𝒉𝒅𝒊𝒂,Appart,À Vendre,Mahdia
2,381000.0,tayara,123.0,"A Vendre : Un Appartement S2 -Mahdia , Rue Ibn Al Jazar",Appart,À Vendre,Tunis
4,985000.0,tayara,546.0,Villa Neuf A Chotrana 2 SOUKRA,House,À Vendre,Ariana
3,387000.0,tayara,162.0,Appartement S3 à Vendre,Appart,À Vendre,Tunis
3,315000.0,tayara,126.0,Appartement S3 à Vendre,Appart,À Vendre,La Manouba
1,320000.0,tayara,307.0,Maison Inachevé à Vendre,House,À Vendre,La Manouba
3,260000.0,tayara,114.0,VENTE APPARTEMENT S3 RENOVÉ A EL MENZAH 1,Appart,À Vendre,Tunis
3,540000.0,tayara,122.0,VENTE APPARTEMENT S3 A LA MARSA,Appart,À Vendre,Tunis
2,138000.0,tayara,66.0,appartement S1 à Chat mariem à vendre,Appart,À Vendre,Tunis
1,175000.0,tayara,66.0,A vendre : Appartement S1 au rez-de-chaussée à Monastir_ Cite_El_Omran,Appart,À Vendre,Monastir
2,350000.0,tayara,100.0,A vendre : appartement S2 à Monastir centre,Appart,À Vendre,Monastir
3,270000.0,tayara,90.0,Appartement à Choucha Radés 94332780,Appart,À Vendre,Ben Arous
1,180000.0,tayara,66.0,Appartement neuf 7 minutes à pied de la Marina yassmin hammamet,Appart,À Vendre,Nabeul
3,70.0,tayara,156.0,maison,House,À Vendre,Sfax
3,382000.0,tayara,3.0,Un duplex a Cité Omran,Appart,À Vendre,Tunis
3,222.0,tayara,143.0,Appartement D3,Appart,À Vendre,Sfax
2,260000.0,tayara,115.0,Appartement à Rades Meliane 94332780,Appart,À Vendre,Ben Arous
3,1190000.0,tayara,230.0,À vendre un spacieux S3 titré au Lac 2,Appart,À Vendre,Tunis
2,372000.0,tayara,91.23,A vendre S2 à la nouvelle soukra,Appart,À Vendre,Ariana
3,450000.0,tayara,145.0,Villa moderne en L avec piscine et abri voiture,House,À Vendre,Nabeul
1,370000.0,tayara,65.0,S1 Folla Chatt Meriem,Appart,À Vendre,Tunis
2,80000.0,tayara,85.0,À Vendre : Appartement S2 au troisième étage,Appart,À Vendre,Sousse
3,162000.0,tayara,200.0,A vendre villa S3 a Raoued,House,À Vendre,Ariana
3,600000.0,tayara,500.0,a vendre VILLA MODERNE AVEC STUDIO Titre Individuel Conforme KSAR SAÏD,House,À Vendre,Tunis
3,225000.0,tayara,100.0,Appartement à Ben Arous - 93974850,Appart,À Vendre,Ben Arous
7,490000.0,tayara,400.0,Triplex à Vendre à Methline Bizerte,House,À Vendre,Bizerte
25,160000.0,tayara,256.0,Maison S2 Inachevé à sidi Hamed 27246302,House,À Vendre,Nabeul
4,2190.0,tayara,180.0,location mutuelle ville étage de villa s4,House,À Vendre,Tunis
0,530000.0,tayara,530.0,A vendre une villa avec piscine à Kerkouane,House,À Vendre,Nabeul
3,5.0,tayara,280.0,petite immeuble,Appart,À Vendre,Gafsa
2,1500.0,tayara,108.0,A louer une maison S2 indépendante richement meubler ce trouve à Ain Zaghouin en face tunisia moll LAC 2 la Marsa,House,À Vendre,Tunis
2,450000.0,tayara,126.0,APPARTEMENT A VENDRE S2 A AIN ZAGHOUAN NORD,Appart,À Vendre,Tunis
2,560000.0,tayara,121.0,APPARTEMENT A VENDRE S2 A AIN ZAGHOUAN NORD,Appart,À Vendre,Tunis
3,149.0,tayara,100.0,maison à vendre de deux étages,House,À Vendre,Ben Arous
3,950000.0,tayara,220.0,A vendre un magnifique Appartement S3 meublé au Lac 2,Appart,À Vendre,Tunis
2,295000.0,tayara,113.5,شقة فاخرة طابق أرضي في سهلول 4 سوسة,Appart,À Vendre,Sousse
2,200000.0,tayara,86.0,A vendre Appartement S2 à Madina jaddida 93 974 823,Appart,À Vendre,Ben Arous
5,799999.0,tayara,413.0,A vendre villa R1 à Rades Melyene 93974823,House,À Vendre,Ben Arous
4,320000.0,tayara,157.0,A vendre appt sup 157 m² bien entretenu en S4 Manar 2,Appart,À Vendre,Tunis
2,200000.0,tayara,75.0,Un Appartement à vendre à Djerba zone touristique vue de mer,Appart,À Vendre,Mdenine
3,250.0,tayara,1.0,maison,House,À Vendre,Sfax
2,400000.0,tayara,120.0,APPARTEMENT A VENDRE S2 A AIN ZAGHOUAN COTE CARRFOUR LA MARSA,Appart,À Vendre,Tunis
2,526550.0,tayara,123.0,A vendre s2 a la soukra,Appart,À Vendre,Tunis
4,800.0,tayara,200.0,"a louer maison S 3 duplexe , SE , S de bain, cuisine. parking intérieur près de gare Borj cedreya.",House,À Vendre,Ben Arous
3,160.0,tayara,90.0,APPARTEMENT A RAWWED PLAGE,Appart,À Vendre,Ariana
1,274000.0,tayara,65.0,S1 et S2 direct promoteur,Appart,À Vendre,Ariana
2,265000.0,tayara,105.0,Vente appartement à Sousse,Appart,À Vendre,Sousse
3,160000.0,tayara,124.0,Maison s3 à vendre,House,À Vendre,Sousse
1,178000.0,tayara,150.0,un appartement s3 à kelibia avec facilité sur 12 mois,Appart,À Vendre,Nabeul
6,1.5,tayara,453.0,A vendre Villa spacieuse et lumineuse dans un quartier calme,House,À Vendre,Tunis
2,230000.0,tayara,110.0,A vendre un appartement s2 meublé AFH barraket sahel,Appart,À Vendre,Nabeul
4,220000.0,tayara,306.0,Villa et étage en voie de construction à vendre à Oued Ellil,House,À Vendre,La Manouba
2,165000.0,tayara,110.0,A vendre un appartement s2 manaret hammamet,Appart,À Vendre,Nabeul
1,145000.0,tayara,73.0,"Appartement S1 à Baghdadi, vue sur mer.",Appart,À Vendre,Mahdia
2,200000.0,tayara,80.0,Appartement S2 a madina jadida 29757584,Appart,À Vendre,Ben Arous
2,380000.0,tayara,168.0,Une maison,House,À Vendre,Ben Arous
8,450000.0,tayara,186.0,À vendre Maison style arabesque studio à Bab Souika,House,À Vendre,Tunis
2,1350.0,tayara,100.0,à louer appartement s2 à cité bhar lazregu la marsa,Appart,À Vendre,Tunis
2,458000.0,tayara,122.0,à vendre un s2 direct promoteur à khzema ouest,Appart,À Vendre,Sousse
3,510000.0,tayara,150.0,à vendre un s3 avec parking à sahloul4,Appart,À Vendre,Sousse
2,365000.0,tayara,116.0,à vendre un s2 direct promoteur à sahloul4,Appart,À Vendre,Sousse
2,425000.0,tayara,123.0,à vendre bel appartement à sahloul4,Appart,À Vendre,Sousse
3,395000.0,tayara,134.0,à vendre un s3 direct promoteur à sahloul4,Appart,À Vendre,Sousse
3,375000.0,tayara,140.0,à vendre un s3 direct promoteur à sahloul4,Appart,À Vendre,Sousse
3,447000.0,tayara,160.0,à vendre s3 spacieux et moderne à sahloul4,Appart,À Vendre,Sousse
2,370000.0,tayara,128.0,à vendre un s2 luxueux à sahloul 4,Appart,À Vendre,Sousse
2,300000.0,tayara,116.0,à vendre un s2 direct promoteur à sahloul,Appart,À Vendre,Sousse
2,320000.0,tayara,118.0,à vendre un s2 direct promoteur à sahloul4,Appart,À Vendre,Sousse
3,420000.0,tayara,160.0,à vendre un s3 direct promoteur à sahloul4,Appart,À Vendre,Sousse
2,540000.0,tayara,167.0,à vendre un s3 spacieux à sahloul4,Appart,À Vendre,Sousse
2,349000.0,tayara,120.0,s2 vue sur lac,Appart,À Vendre,Tunis
2,150000.0,tayara,60.0,À Vendre Appartement Meublé en Rez-de-Chaussée Emplacement Stratégique à Monastir,Appart,À Vendre,Monastir
4,365000.0,tayara,100.0,À Vendre ; Maison De Style Traditionnel Centre ; Ville de Monastir,House,À Vendre,Monastir
1,400000.0,tayara,452.0,villa avec piscine route de phare Djerba à vendre,House,À Vendre,Mdenine
2,399.0,tayara,124.0,Gammarth Harrouch : A Vendre Duplex Indépendant dans une Résidence,House,À Vendre,Tunis
7,450000.0,tayara,250.0,Villa à cité el amal fouchana,House,À Vendre,Ben Arous
4,440000.0,tayara,735.0,maison houmet souk jerba,House,À Vendre,Mdenine
3,180000.0,tayara,175.0,A vendre bureau h3 au centre ville Tunis,Appart,À Vendre,Tunis
2,370000.0,tayara,91.0,À vendre appartement S2 Cité El Wafa AFH 2,Appart,À Vendre,Tunis
7,700000.0,tayara,368.0,Villa en triplex à vendre à cité tayaran Bizerte,House,À Vendre,Bizerte
1,335000.0,tayara,65.0,A Vendre S1 avc place de parking Jardins de Carthage,Appart,À Vendre,Tunis
3,200000.0,tayara,95.0,"A Vendre 2 Appartements à quelque Mètres de la mer, Ghar EL Melh",Appart,À Vendre,Bizerte
5,800000.0,tayara,225.0,a vendre 3 locaux commerciaux étage de villa au bardo,House,À Vendre,Tunis
9,365000.0,tayara,160.0,Maison à vendre,House,À Vendre,Tunis
4,680000.0,tayara,500.0,VILLA S4 à VENDRE,House,À Vendre,Sousse
3,410000.0,tayara,200.0,Villa plain-pied à vendre à Jinan El Mansoura Kélibia,House,À Vendre,Nabeul
3,150000.0,tayara,156.0,a vendre maison s3 avec garage,House,À Vendre,Tunis
3,2400.0,tayara,10.0,Appartement S3 à Ain Zaghouan Nord MAL2200,Appart,À Vendre,Tunis
2,199000.0,tayara,85.0,A vendre appartement S2 direct promoteur à hamem leghzez,Appart,À Vendre,Nabeul
2,170000.0,tayara,89.5,𝑫𝒆𝒔 𝑨𝒑𝒑𝒂𝒓𝒕𝒆𝒎𝒆𝒏𝒕𝒔 𝒔2 𝑵𝒆𝒖𝒇 𝑨 𝑽𝒆𝒏𝒅𝒓𝒆 𝑨 𝒎𝒂𝒉𝒅𝒊𝒂,Appart,À Vendre,Mahdia
1,264000.0,tayara,69.5,𝒂 𝒗𝒆𝒏𝒅𝒓𝒆 𝒔1 𝒍𝒖𝒙𝒆 𝒆𝒕 𝒅𝒊𝒓𝒆𝒄𝒕𝒆𝒎𝒆𝒏𝒕 𝒑𝒓𝒐𝒎𝒐𝒕𝒆𝒖𝒓 𝒂 𝒎𝒂𝒉𝒅𝒊𝒂,Appart,À Vendre,Mahdia
7,650000.0,tayara,425.0,𝒑𝒆𝒕𝒊𝒕𝒆 𝒊𝒎𝒎𝒆𝒖𝒃𝒍𝒆 𝒅𝒆 𝒕𝒓𝒐𝒊𝒔 𝒂𝒑𝒑𝒂𝒓𝒕𝒆𝒎𝒆𝒏𝒕𝒔 𝒂𝒗𝒆𝒄 𝒈𝒂𝒓𝒂𝒈𝒆 𝒂 𝒗𝒆𝒏𝒅𝒓𝒆,House,À Vendre,Mahdia
2,200000.0,tayara,100.0,Appartement s2 à Madina jaddida,Appart,À Vendre,Ben Arous
1,90000.0,tayara,45.0,A Vendre appartement studio rue Palestine cote champion Lafayette,Appart,À Vendre,Tunis
3,180000.0,tayara,150.0,Appartement Cité el Khadra,Appart,À Vendre,Tunis
4,630000.0,tayara,160.0,AV S3 RDC Enasr2 Cité Faouz 630 MD,Appart,À Vendre,Tunis
4,529996.0,tayara,300.0,Forsaa : 2 Villas sur la route X à côté du Bardo et du Manar 1 et du Campus universitaire ( 2 mins ),House,À Vendre,Tunis
1,620000.0,tayara,560.0,terrain bardo,House,À Vendre,Tunis
9,500000.0,tayara,800.0,A vendre une villa avec deux étages route Mahdia KM 5,House,À Vendre,Sfax
7,1200000.0,tayara,690.0,villa Style américain a DenDen Manouba,House,À Vendre,La Manouba
3,260.0,tayara,100.0,فيلا للبيع 420م,House,À Vendre,Tunis
2,95000.0,tayara,85.0,appartement a vendre,Appart,À Vendre,Ben Arous
2,90.0,tayara,79.0,appart S2 route sokra km 3,Appart,À Vendre,Sfax
1,345000.0,tayara,75.0,Occasion en or Studio s1 a vendre pied dans leau,Appart,À Vendre,Tunis
3,135.0,tayara,125.0,Maison a vendre à korba s2 avec grand terracee,House,À Vendre,Tunis
2,120.0,tayara,66.0,A vendre appartement,Appart,À Vendre,Tunis
4,650000.0,tayara,500.0,Occasion à ne pas raté à vendre villa deux étages indépendant à cité ghazela,House,À Vendre,Ariana
3,320000.0,tayara,130.0,A vendre appartement S 3 hts a riadh andalous près carrefour riadh andalous,Appart,À Vendre,Ariana
4,180.0,tayara,140.0,S3 BORJ CEDRIA 54512672,Appart,À Vendre,Ben Arous
5,1250000.0,tayara,500.0,A vendre une grande villa a la soukra,House,À Vendre,Tunis
2,190000.0,tayara,115.0,Appartement en S2 revêtu en marbre avec une place de parking sous-sol et un cellier,Appart,À Vendre,Tunis
5,1600000.0,tayara,450.0,A vendre villa à rénover titrée à El Manar 3,House,À Vendre,Tunis
3,275000.0,tayara,120.0,Appartement,Appart,À Vendre,Monastir
2,180000.0,tayara,236.0,Maison à vendre Medenine Sud (quartier Al-Naseem),House,À Vendre,Mdenine
5,1990000.0,tayara,450.0,A vendre villa habitable avec piscine Mutuelleville,House,À Vendre,Tunis
5,3099998.0,tayara,672.0,A vendre villa terrain 1025m² 2 niv Notre Dame,House,À Vendre,Tunis
7,130.0,tayara,1.0,منزل style américain,House,À Vendre,Ben Arous
3,180000.0,tayara,100.0,Appartement à vendre,Appart,À Vendre,Nabeul
3,380000.0,tayara,112.0,A vendre S3 a Ennkhilet,Appart,À Vendre,Ariana
4,950000.0,tayara,1000.0,A vendre à hammamet (Monchar) une villa S4,House,À Vendre,Nabeul
2,240000.0,tayara,150.0,À VENDRE Maison S2 à Kerkouane Kélibia,House,À Vendre,Nabeul
2,255000.0,tayara,102.5,Appartement à vendre,Appart,À Vendre,Monastir
1,290000.0,tayara,69.0,𝘼 𝙑𝙀𝙉𝘿𝙍𝙀 : 𝘼𝙥𝙥𝙖𝙧𝙩𝙚𝙢𝙚𝙣𝙩 𝙎𝟭 𝙃𝙖𝙪𝙩 𝙎𝙩𝙖𝙣𝙙𝙞𝙣𝙜 𝘼𝙁𝙃 𝙈𝙧𝙚𝙯𝙜𝙖,Appart,À Vendre,Tunis
3,250000.0,tayara,190.0,VENDRE VILLA,House,À Vendre,Ariana
3,780000.0,tayara,200.0,A vendre S3 à la soukra,Appart,À Vendre,Ariana
2,592000.0,tayara,170.69,A vendre S2 avec jardin à la soukra,Appart,À Vendre,Ariana
5,390000.0,tayara,140.0,"A vendre maison style arabesque au centre ville ,Tunis",House,À Vendre,Tunis
6,250.0,tayara,160.0,Villa Jumelée a vendre,House,À Vendre,La Manouba
3,680000.0,tayara,307.0,A vendre une maison plain pieh d de standing a Ariana Borj Bacouch.,House,À Vendre,Ariana
4,180000.0,tayara,170.0,Etage de villa a vendre,House,À Vendre,Sfax
3,270000.0,tayara,220.0,Maison prés de toutes les commodités,House,À Vendre,Tunis
2,89000.0,tayara,70.0,A Vendre Appartement s2 à Ras Jebel,Appart,À Vendre,Bizerte
3,178000.0,tayara,150.0,𝗔 𝗩𝗲𝗻𝗱𝗿𝗲 𝗔𝗽𝗽𝗮𝗿𝘁𝗲𝗺𝗲𝗻𝘁 𝗦𝟯 à 𝗸é𝗹𝗶𝗯𝗶𝗮,Appart,À Vendre,Tunis
2,315000.0,tayara,130.0,Appartement S2 à Mrezga,Appart,À Vendre,Nabeul
2,460000.0,tayara,120.0,A vendre appartement S2 à Hammamet nord,Appart,À Vendre,Nabeul
1,270000.0,tayara,70.0,S1 A VENDRE A AIN ZAGHOUAN NORD,Appart,À Vendre,Tunis
2,230000.0,tayara,160.0,Villa jumelée en vente,House,À Vendre,Tunis
9,1111.0,tayara,400.0,Propriete a vendre,House,À Vendre,Tunis
3,205000.0,tayara,127.0,Appartement S3 pour la vente proche de la plage,Appart,À Vendre,Tunis
0,376758.0,tayara,105.47,À Vendre Appartement S2 Haut Standing Direct Promoteur,Appart,À Vendre,Sousse
2,130000.0,tayara,150.0,Appartement près de la plage de Chraf.,Appart,À Vendre,Monastir
2,580000.0,tayara,230.0,"À Vendre, Villa RDC avec piscine à Baghdedi",House,À Vendre,Mahdia
2,290000.0,tayara,111.0,Appartement avec vue mer à Baghdadi.,Appart,À Vendre,Mahdia
2,180000.0,tayara,110.0,A vendre appartement S2 AFH barraket sahel,Appart,À Vendre,Nabeul
2,120000.0,tayara,240.0,a vendre maison inachevée à sidi hsine,House,À Vendre,Tunis
3,320000.0,tayara,135.0,"appartement S3 , ENNASR",Appart,À Vendre,Tunis
3,390000.0,tayara,111.0,Au coeur du Menzah 6; S3 entièrement refait à Neuf,Appart,À Vendre,Ariana
2,779998.0,tayara,400.0,À Vendre Villa à Borj Louzir,House,À Vendre,Ariana
3,165000.0,tayara,90.0,"À vendre Appartement de type S3, superficie 90 m²",Appart,À Vendre,Ben Arous
2,90000.0,tayara,80.0,À VENDRE Appartement S1 au Centre-Ville de Tunis,Appart,À Vendre,Tunis
1,225000.0,tayara,60.0,S1 en vente à Chotrana 1,Appart,À Vendre,Ariana
2,700000.0,tayara,360.0,Villa indépendante en Vente à La Soukra,House,À Vendre,Ariana
3,360000.0,tayara,240.0,Une Villa A Vendre Style Arabesque au Centre Midoun Djerba,House,À Vendre,Mdenine
9,240.0,tayara,105.0,دار للبيع,House,À Vendre,Ben Arous
2,95000.0,tayara,90.0,برطمان وسط البلاد قليبية للبيع,Appart,À Vendre,Nabeul
2,210000.0,tayara,100.0,برطمان طابق ارضي مع مدخل سيارة للبيع,Appart,À Vendre,Nabeul
5,1900000.0,tayara,500.0,Villa de charme a vendre à Mutuelle Ville,House,À Vendre,Tunis
4,349999.0,tayara,220.0,VILLA A VENDRE DOUAR HICHER,House,À Vendre,La Manouba
2,240000.0,tayara,120.0,À vendre : appartement S2 au 2ᵉ étage à Borj Cedria,Appart,À Vendre,Ben Arous
2,365000.0,tayara,118.0,𝐀 𝐕𝐄𝐍𝐃𝐑𝐄 Appartement S2 haut standing - Mahdia,Appart,À Vendre,Mahdia
6,850000.0,tayara,880.0,villa 880 m2 à vendre,House,À Vendre,Tunis
3,275000.0,tayara,128.0,S3 en Vente à La Soukra,Appart,À Vendre,Ariana
1,400.0,tayara,1.0,cabine douche aluminium gris neuf,House,À Vendre,Ben Arous
4,340000.0,tayara,230.0,Duplex en S4 à Ibn khaldoun,House,À Vendre,Tunis
2,285000.0,tayara,100.0,S2 de 100 m² à Manar I,Appart,À Vendre,Tunis
3,340000.0,tayara,130.0,S3 de 130 m² à El Manar I,Appart,À Vendre,Tunis
4,164000.0,tayara,120.0,vente S3 Cité Les Roses Ariana,Appart,À Vendre,Ariana
2,170000.0,tayara,50.0,appartement S1 au 1ère étage jardin laouina,Appart,À Vendre,Tunis
2,650000.0,tayara,122.0,Vente 2 appartements,Appart,À Vendre,Tunis
6,460.0,tayara,500.0,2 Maisons indépendantes à vendre Sijoumi Tri9 attar devant Salle des fetes( النيل) Superficie totale 500 m² حجة ملكية زبلة و خروبة,House,À Vendre,Tunis
3,10.0,tayara,105.0,maison à vendre,House,À Vendre,Ben Arous
1,157900.0,tayara,64.0,S1 à vendre à Enkhilette,Appart,À Vendre,Ariana
4,300000.0,tayara,115.0,Maison 2 appartements indépendant idéal pour investisseurs ou famille,House,À Vendre,Tunis
3,380000.0,tayara,160.0,villa à vendre,House,À Vendre,Nabeul
2,170000.0,tayara,93.0,"A Vendre Appartement style américain à Ras Jebel, Bizerte",Appart,À Vendre,Bizerte
1,260000.0,tayara,47.0,Appartement direct promoteur Sidi mahressi nabeul à 5 min à pieds de la palge,Appart,À Vendre,Nabeul
4,35000.0,tayara,70.0,دار بكسرى العليا,House,À Vendre,Siliana
0,55.0,tayara,25.0,Fonds de commerce à vendre tous commerce,House,À Vendre,Tunis
1,114998.0,tayara,110.0,des apartement a cite riadh kelibia,Appart,À Vendre,Nabeul
2,239998.0,tayara,104.0,appartement vu de mer a plage zahra,Appart,À Vendre,Nabeul
4,1100000.0,tayara,150.0,"Maison Khezama-Est, Sousse",House,À Vendre,Sousse
7,2900000.0,tayara,4000.0,Villa de maitre Cebalet ben ammar 5 mn de Geant,House,À Vendre,Ariana
3,350000.0,tayara,153.0,Appartement Ss3 à vendre Menzah 7 153 m²,Appart,À Vendre,Ariana
4,1150000.0,tayara,200.0,AV Appartement S4 à Gammarth,Appart,À Vendre,Tunis
3,450999.0,tayara,156.0,A VENDRE UN APPARTEMENT S3 À CITÉ LWAHAT LAOUINA,Appart,À Vendre,Tunis
3,410000.0,tayara,137.0,A vendre villa S3 à kélibia,House,À Vendre,Nabeul
2,165000.0,tayara,100.0,A vendre appartement S2 à kélibia,Appart,À Vendre,Nabeul
2,235000.0,tayara,130.0,A Vendre S2 5min à la plage,Appart,À Vendre,Sousse
2,260000.0,tayara,101.0,A vendre un s2 à hergla,Appart,À Vendre,Sousse
1,260000.0,tayara,52.0,"À vendre : appartements S1 et S2, directe promoteur, La Soukra",Appart,À Vendre,Tunis
3,268997.0,tayara,115.0,Appartement S3 en vente à Habib Thameur -centre ville,Appart,À Vendre,Tunis
1,600.0,tayara,1.0,semelles et poteaux cadres,House,À Vendre,Tunis
10,1500000.0,tayara,600.0,𝐀 𝐕𝐄𝐍𝐃𝐑𝐄 𝐕𝐈𝐋𝐋𝐀 𝐑𝟯 𝐚 𝐌𝒂𝐧𝒂𝗿 𝟏,House,À Vendre,Tunis
4,280000.0,tayara,131.0,duplex à cité sahafa,House,À Vendre,Ariana
3,130000.0,tayara,92.0,un superbe appartement à ne pas rater,Appart,À Vendre,Tunis
3,1000.0,tayara,126.0,appartement,Appart,À Vendre,Sousse
3,450000.0,tayara,280.0,À vendre : Villa jumelée et indépendante à Borj Cedria,House,À Vendre,Ben Arous
6,2100000.0,tayara,1250.0,A Vendre Superbe Villa de Maître à Manar 1,House,À Vendre,Tunis
2,160000.0,tayara,75.0,شقة,Appart,À Vendre,Sousse
3,110.0,tayara,117.0,فرصه لا تعوض منزل للبيع زنقه العزوزه طريق تنيور,House,À Vendre,Sfax
4,520.0,tayara,650.0,Villa à vendre,House,À Vendre,Nabeul
1,280000.0,tayara,80.0,Jinene Ennasr ; S1 de haut Standing avec jardin et ppkg,Appart,À Vendre,Ariana
4,370000.0,tayara,170.0,Menzah 6; Spacieux S4 à les UV4 avec entrée indépendante et terrasse,Appart,À Vendre,Ariana
1,2999.0,tayara,45.0,A vendre des locaux commerciaux et des appartement à usage bureautique à Borj cedria 93974823,Appart,À Vendre,Ben Arous
5,890000.0,tayara,260.0,"À vendre: Villa en R1 de 530m² sur un terrain 260m² à Beni Khiar, Nabeul.",House,À Vendre,Tunis
4,880000.0,tayara,780.0,A vendre une villa à kalaa sghira,House,À Vendre,Sousse
2,385000.0,tayara,96.0,Appartement haut standing à Mégrine coteau- 94332726,Appart,À Vendre,Ben Arous
1,200000.0,tayara,91.0,Avendre Appartement s1,Appart,À Vendre,Ben Arous
4,890000.0,tayara,670.0,A vendre à Hammamet sud (Monchar) une villa S4,House,À Vendre,Tunis
1,400000.0,tayara,83.0,𝒂 𝒗𝒆𝒏𝒅𝒓𝒆 𝒂𝒑𝒑𝒂𝒓𝒕𝒆𝒎𝒆𝒏𝒕 𝒔1 𝒉𝒂𝒖𝒕 𝒔𝒕𝒂𝒏𝒅𝒊𝒏𝒈 𝒆𝒕 𝒗𝒖𝒆 𝒔𝒖𝒓 𝒎𝒆𝒓 𝒂 𝒎𝒂𝒉𝒅𝒊𝒂,Appart,À Vendre,Mahdia
3,260000.0,tayara,114.0,VENTE APPARTEMENT S3 RETAPÉ A NEUF A EL MENZAH 1,Appart,À Vendre,Tunis
3,320000.0,tayara,114.0,VENTE S3 RENOVÉE AU RDC EL MENZAH 1,Appart,À Vendre,Tunis
4,247000.0,tayara,185.0,للبيع فيلا 185 م بتقاسيم المغيرة,House,À Vendre,Ben Arous
3,180000.0,tayara,121.0,A vendre un S3 à cité essaha,Appart,À Vendre,Ariana
4,260000.0,tayara,90.0,AV S3 Cité Olympique 260 md,Appart,À Vendre,Tunis
3,650000.0,tayara,154.0,À Vendre ; Superbe Duplex S3 avec Jardin Privatif à Skanes,Appart,À Vendre,Monastir
3,119998.0,tayara,100.0,Appartement au cœur de Tunis,Appart,À Vendre,Tunis
1,185000.0,tayara,59.0,s1 Ennasr,Appart,À Vendre,Ariana
1,104000.0,tayara,68.0,s2 Borj Louzir en vente,Appart,À Vendre,Ariana
2,120000.0,tayara,98.0,Appartement S2 Elmourouj2,Appart,À Vendre,Ben Arous
3,1650000.0,tayara,510.0,A vendre villa à Mutuelle-ville,House,À Vendre,Tunis
1,185.0,tayara,56.0,A vendre un s1 a bhar lazrak a résidence echbilia,Appart,À Vendre,Tunis
3,275.0,tayara,230.0,Villa,House,À Vendre,Ariana
3,259000.0,tayara,110.0,S3 à vendre à El Menzah 7,Appart,À Vendre,Tunis
5,350000.0,tayara,265.0,Villa et Studio,House,À Vendre,Ben Arous
7,440000.0,tayara,180.0,Occasion à ne pas raté à vendre villa deux étages indépendant à Arianna soghra,House,À Vendre,Ariana
2,280000.0,tayara,95.0,Appartement Yasmine Hammamet S2 état neuf,Appart,À Vendre,Nabeul
4,650000.0,tayara,500.0,Occasion à ne pas raté à vendre villa deux étages indépendant à cité ghazela,House,À Vendre,Ariana
1,185000.0,tayara,60.0,𝐀 𝐕𝐄𝐍𝐃𝐑𝐄: Studio de haut standing- Centre ville Mahdia,Appart,À Vendre,Mahdia
3,285000.0,tayara,130.0,𝐀 𝐕𝐄𝐍𝐃𝐑𝐄 Rez de chaussé (titré) S3 Centre ville Mahdia,Appart,À Vendre,Mahdia
2,438000.0,tayara,120.0,𝐀 𝐕𝐄𝐍𝐃𝐑𝐄 Appartement S2 haut standing - Centre Ville Mahdia,Appart,À Vendre,Mahdia
2,383000.0,tayara,123.08,𝐀 𝐕𝐄𝐍𝐃𝐑𝐄 Appartement S2 haut standing - Mahdia,Appart,À Vendre,Mahdia
2,382000.0,tayara,132.0,𝐀 𝐕𝐄𝐍𝐃𝐑𝐄 Appartement S2 haut standing - Mahdia,Appart,À Vendre,Mahdia
13,525.0,tayara,395.0,une immeuble au coeur de beb menara vendre,House,À Vendre,Tunis
1,1400.0,tayara,5.0,salon,House,À Vendre,Tunis
3,425000.0,tayara,180.0,Appartement s3 prestigieux à sahloul 4,Appart,À Vendre,Sousse
8,545000.0,tayara,250.0,Vente Villa Diar Ben Mahmoud Agba Tunis,House,À Vendre,Tunis
2,330000.0,tayara,100.0,un duplex s3 à AFH Baraket sahel 27246301,House,À Vendre,Nabeul
3,290000.0,tayara,110.0,a v nasser2 bel appartement,Appart,À Vendre,Ariana
2,239000.0,tayara,80.0,S2 en très bon état Cellier Parking,Appart,À Vendre,Tunis
1,289000.0,tayara,82.0,A vendre Appartement S1 haut standing,Appart,À Vendre,Sousse
2,290000.0,tayara,120.0,A vendre un appartement près de la plage kélibia,Appart,À Vendre,Nabeul
