chambres,prix,source,surface,titre,type_bien,type_transaction,ville
2,1000.0,immobilier,62.0,S1 vide sur le grand boulevard,Appart,À Vendre,Tunis
3,2400.0,immobilier,128.0,S2 meublée vue lac,Appart,À Vendre,Tunis
5,2300000.0,immobilier,250.0,Maison coloniale de 4000m² au coeur de la soukra,House,À Vendre,Ariana
3,650000.0,immobilier,175.0,S3,Appart,À Vendre,Tunis
5,800000.0,immobilier,260.0,Villa. la marsa,House,À Vendre,Tunis
5,1500.0,immobilier,220.0,S4 de 220 m²,Appart,À Vendre,Tunis
2,900.0,immobilier,70.0,S1 de 70m²,Appart,À Vendre,Tunis
4,1600.0,immobilier,180.0,S3,Appart,À Vendre,Tunis
5,5300000.0,immobilier,600.0,Villa neuve à la soukra,House,À Vendre,Ariana
4,3500.0,immobilier,190.0,S3 meublé au lac deux,Appart,À Vendre,Tunis
2,1600.0,immobilier,170.0,S2 170 m²,Appart,À Vendre,Tunis
4,5000.0,immobilier,320.0,Duplex avec piscine,House,À Vendre,Tunis
4,320000.0,immobilier,170.0,Appartement s3 au jardins del menzah 2,Appart,À Vendre,Tunis
2,1100.0,immobilier,75.0,S1 meublé,Appart,À Vendre,Tunis
3,1600.0,immobilier,130.0,S2 meublé,Appart,À Vendre,Tunis
3,2500.0,immobilier,120.0,Appartement s2 meublé à gammarth le palace,Appart,À Vendre,Tunis
5,1050000.0,immobilier,170.0,Villa de 300m² avec vue sur la colline de carthage et la...,House,À Vendre,Tunis
5,780000.0,immobilier,236.0,S4 sur le grand boulevard avec une vue sur le lac,Appart,À Vendre,Tunis
3,1200.0,immobilier,125.0,S2 de 125m² avec jardin,Appart,À Vendre,Tunis
4,2320.0,immobilier,175.0,S3 de 180 m² au lac deux,Appart,À Vendre,Tunis
3,1300.0,immobilier,168.0,S2 de 168 m²,Appart,À Vendre,Tunis
3,625000.0,immobilier,125.0,S2 avec double suite de 125 m² avec jardin de 133 m² au...,Appart,À Vendre,Tunis
5,1300000.0,immobilier,220.0,Charmante villa sur artère principale à la soukra,House,À Vendre,Ariana
2,330000.0,immobilier,120.0,S2 avec jardin,Appart,À Vendre,Tunis
5,1500000.0,immobilier,300.0,Villa -marsa nassim,House,À Vendre,Tunis
5,2000.0,immobilier,165.0,S4 à la marsa,Appart,À Vendre,Tunis
3,320000.0,immobilier,107.0,S2 de 107m²,Appart,À Vendre,Tunis
5,1200000.0,immobilier,522.0,Jolie villa sur trois niveaux à riadh landaloss,House,À Vendre,Ariana
5,8500.0,immobilier,800.0,Villa meublé avec piscine et jardin au lac 2,House,À Vendre,Tunis
3,485000.0,immobilier,192.0,S3,Appart,À Vendre,Tunis
5,650000.0,immobilier,199.0,Penthouse de 349m² à ain zaghouan,Appart,À Vendre,Tunis
4,2500.0,immobilier,170.0,S3 vue degagé,Appart,À Vendre,Tunis
3,2300.0,immobilier,120.0,"Appartement - berges du lac 1, la marsa, tunis",Appart,À Vendre,Tunis
4,3500.0,immobilier,200.0,S3 meublé au lac deux,Appart,À Vendre,Tunis
3,1300.0,immobilier,140.0,"Appartement - carthage, carthage, tunis",Appart,À Vendre,Tunis
4,620000.0,immobilier,170.0,S3 vue lac sur le grand boulevard,Appart,À Vendre,Tunis
5,1600.0,immobilier,170.0,S3 avec vue dégagée,Appart,À Vendre,Tunis
5,2000000.0,immobilier,400.0,Splendide villa avec piscine à ennassr 1,House,À Vendre,Ariana
5,640000.0,immobilier,240.0,Appartement s4,Appart,À Vendre,Tunis
4,996000.0,immobilier,322.0,"Duplex - carthage, carthage, tunis",House,À Vendre,Tunis
5,1800000.0,immobilier,500.0,Villa menzah 1,House,À Vendre,Tunis
5,2000.0,immobilier,200.0,S3 vue degagé,Appart,À Vendre,Tunis
4,1800.0,immobilier,203.0,S3 meublé au lac 2 avec une belle terrasse,Appart,À Vendre,Tunis
5,1600000.0,immobilier,580.0,Villa avec piscine à ennasr 1,House,À Vendre,Ariana
4,320000.0,immobilier,150.0,Appartement s3 à menzah 7bis,Appart,À Vendre,Ariana
3,450000.0,immobilier,156.0,Appartement s2,Appart,À Vendre,Tunis
5,3700000.0,immobilier,620.0,Villa de standing avec jardin et piscine au lac 2,House,À Vendre,Tunis
4,3500.0,immobilier,480.0,Belle villa au lac 2,Appart,À Vendre,Tunis
5,1250000.0,immobilier,516.0,Villa inachevée à menzah 9a,House,À Vendre,Tunis
2,170000.0,immobilier,80.0,Appartement s1 à kheiredine,Appart,À Vendre,Tunis
5,2150000.0,immobilier,630.0,Villa- menzah 1,House,À Vendre,Tunis
4,220000.0,immobilier,95.0,Appartement s2-nasser 1,Appart,À Vendre,Ariana
5,330000.0,immobilier,186.0,Appartement s4 à la soukra,Appart,À Vendre,Ariana
4,280000.0,immobilier,160.0,Appartement s3-ennasser 2,Appart,À Vendre,Ariana
5,1950000.0,immobilier,800.0,Villa de maître à menzah 9 a,House,À Vendre,Tunis
2,900.0,immobilier,73.0,Appartement s1 neuf meublé-jardins del menzah 2,Appart,À Vendre,Tunis
5,6500.0,immobilier,650.0,Villa meublée avec piscine à gammarth,House,À Vendre,Tunis
4,450000.0,immobilier,196.0,Appartement s3 neuf-jardins del menzah 2,Appart,À Vendre,Tunis
5,2700000.0,immobilier,600.0,Villa à nord hilton,House,À Vendre,Tunis
5,1640000.0,immobilier,580.0,Villa - menzah 9c,House,À Vendre,Tunis
5,850000.0,immobilier,200.0,Villa sur 2 niveaux indepéndants à gammarth,House,À Vendre,Tunis
4,340000.0,immobilier,130.0,Appartement s3 à ennaser2,Appart,À Vendre,Ariana
3,1450.0,immobilier,118.0,Appartement meublé - gammarth vue sur mer,Appart,À Vendre,Tunis
4,2300.0,immobilier,220.0,S3 vue sur lac de 200m² au lac deux,Appart,À Vendre,Tunis
3,309580.0,immobilier,118.0,Appartements s2 s3 - la soukra,Appart,À Vendre,Ariana
2,1400.0,immobilier,60.0,Magnifique s1 de 60 m² au lac 2,Appart,À Vendre,Tunis
4,570150.0,immobilier,222.0,Duplex s3s4 - la soukra,House,À Vendre,Ariana
4,1700.0,immobilier,178.0,Magnifique s3 au lac2,Appart,À Vendre,Tunis
4,2500.0,immobilier,250.0,Duplex neuf au lac 2,Appart,À Vendre,Tunis
5,1270000.0,immobilier,400.0,Villa à menzah 7,House,À Vendre,Ariana
4,365000.0,immobilier,133.0,Appartement s3 à ennasr 1,Appart,À Vendre,Ariana
4,390000.0,immobilier,156.0,Appartement s3,Appart,À Vendre,Tunis
3,1600.0,immobilier,120.0,S2 de 120m² à sidi daoued,Appart,À Vendre,Tunis
5,1100000.0,immobilier,300.0,Grande villa avec piscine à la soukra,House,À Vendre,Ariana
4,350000.0,immobilier,150.0,Appartement s3 à menzah7 bis,Appart,À Vendre,Ariana
5,450000.0,immobilier,206.0,Appartement s4 à jardins del menzah2,Appart,À Vendre,Tunis
2,230000.0,immobilier,94.0,S1 de 94 m² aux jardin de carthage,Appart,À Vendre,Tunis
5,740000.0,immobilier,281.0,Triplex à ennassr 2,Appart,À Vendre,Ariana
3,240000.0,immobilier,124.0,Duplex s2 à ennassr 1,House,À Vendre,Ariana
5,820000.0,immobilier,380.0,Villa-menzah 8,House,À Vendre,Ariana
5,1000000.0,immobilier,480.0,Villa a la marsa relais,House,À Vendre,Tunis
4,900.0,immobilier,130.0,Appartement s3 meublé- menzah6,Appart,À Vendre,Ariana
5,5000.0,immobilier,850.0,Villa avec piscine -menzah5,House,À Vendre,Ariana
5,2280000.0,immobilier,850.0,Villa avec piscine -menzah5,House,À Vendre,Ariana
5,690000.0,immobilier,247.0,Triplex neuf à chotrana 1,Appart,À Vendre,Ariana
5,2200000.0,immobilier,562.0,Grande villa dans un emplacement stratégique à mutuellevi...,House,À Vendre,Tunis
4,1500.0,immobilier,175.0,S3 de 180 m² avec une terrasse de 80m² - 1 750 tndmois,Appart,À Vendre,Tunis
5,950000.0,immobilier,400.0,Penthouse neuf à menzah 9c,Appart,À Vendre,Tunis
3,1300.0,immobilier,170.0,S2 jardin de carthage,Appart,À Vendre,Tunis
5,3500.0,immobilier,210.0,Meublée dun appartement neuf à ain zaghouan nord,Appart,À Vendre,Tunis
5,1500000.0,immobilier,400.0,Villa avec jardin -ennasr 1,House,À Vendre,Ariana
5,1300.0,immobilier,180.0,Etage de villa s4-ennassr2,Appart,À Vendre,Ariana
5,720000.0,immobilier,330.0,Villa-bardo,House,À Vendre,Tunis
5,9000.0,immobilier,800.0,Villa dexception au vilage de sidi bou said,House,À Vendre,Tunis
3,295000.0,immobilier,110.0,Appartement s2 neuf à ennassr 2,Appart,À Vendre,Ariana
3,1500.0,immobilier,100.0,S2 avec un grand jardin,Appart,À Vendre,Tunis
4,1700.0,immobilier,175.0,Joli s3 au lac 2,Appart,À Vendre,Tunis
4,790000.0,immobilier,246.0,Magnifique s3 avec jardin et piscine aux berges du lac,Appart,À Vendre,Tunis
5,3000.0,immobilier,389.0,Prestigieux triplex avec jardin,Appart,À Vendre,Tunis
5,1700000.0,immobilier,265.0,Superbe appartement vue lac,Appart,À Vendre,Tunis
4,790000.0,immobilier,220.0,Duplex lac 1,House,À Vendre,Tunis
4,2500.0,immobilier,200.0,Magnifique s3 meublé aux jardins du lac,Appart,À Vendre,Tunis
4,2500.0,immobilier,160.0,Étage de villa s3 meublé aux jardins du lac 2,Appart,À Vendre,Tunis
2,1200.0,immobilier,90.0,S1 vide au lac 2,Appart,À Vendre,Tunis
5,5000.0,immobilier,550.0,Villa avec piscine à gammarth,House,À Vendre,Tunis
3,2000.0,immobilier,100.0,Bel appartement s2 richement meublé,Appart,À Vendre,Tunis
4,4000.0,immobilier,240.0,S3 haut standing lac 1,Appart,À Vendre,Tunis
2,1700.0,immobilier,60.0,S1 aux lac 2,Appart,À Vendre,Tunis
5,2800000.0,immobilier,600.0,Magnifique villa aux berges du lac,House,À Vendre,Tunis
